id,slug,name,cluster,cluster_ar,destination,type,official_url,official_domain,tags,family_score,honeymoon_score,privacy_score,nature_score,luxury_score,audience_segments,saudi_fit_reason_ar,content_angle_ar,crawl_hints,source_strategy,media_rights_note_ar,cohort,launch_priority,data_status
28,titanic-luxury-collection-bodrum,Titanic Luxury Collection Bodrum,Bodrum and Aegean Luxury Coast,بودروم والساحل الإيجي الفاخر,Bodrum,All Inclusive Resort,https://www.titanic.com.tr/titanic-luxury-collection-bodrum,titanic.com.tr,"private_beach, all_inclusive, family, kids, spa, villa",5,2,4,2,3,"family, wellness, beach_nature",مناسب للعائلات الخليجية بفضل المساحات والمرافق العائلية، ويقدّم خصوصية أعلى تناسب الحجوزات الراقية، وفيه تجربة ساحلية هادئة بخليج أو شاطئ خاص، مع عنصر سبا/استرخاء مهم في الرحلات الطويلة.,قدّم الفندق كخيار خصوصية وفخامة: ابدأ بالمساحة والهدوء، ثم الفلل/الأجنحة، ثم سبب ملاءمته للعميل الخليجي.,"homepage, rooms, gallery, offers, dining, spa, location, contact, kids-club, villas, beach, wellness","Use official site pages first: homepage, rooms, gallery, offers, dining, spa, location, then capture source URLs for media and offer text.",للتطوير: خزّن روابط الصور الأصلية وبيانات المصدر. قبل الإطلاق التجاري: استخدم فقط الصور التي لديك حق إعادة استخدامها من الفندق أو المورد.,launch,19,ready_for_ingestion
29,rixos-premium-bodrum,Rixos Premium Bodrum,Bodrum and Aegean Luxury Coast,بودروم والساحل الإيجي الفاخر,Bodrum,All Inclusive Resort,https://www.rixos.com/hotel-resort/rixos-premium-bodrum,rixos.com,"private_beach, all_inclusive, family, kids, spa",5,1,2,2,2,"family, wellness, beach_nature",مناسب للعائلات الخليجية بفضل المساحات والمرافق العائلية، وفيه تجربة ساحلية هادئة بخليج أو شاطئ خاص، مع عنصر سبا/استرخاء مهم في الرحلات الطويلة، ويصلح لرحلات الصيف الفاخرة أو شهر العسل.,قدّم الفندق كتجربة ساحلية هادئة وراقية: ابدأ بالخليج/الشاطئ، ثم الخصوصية، ثم الخدمة الراقية.,"homepage, rooms, gallery, offers, dining, spa, location, contact, kids-club, beach, wellness","Use official site pages first: homepage, rooms, gallery, offers, dining, spa, location, then capture source URLs for media and offer text.",للتطوير: خزّن روابط الصور الأصلية وبيانات المصدر. قبل الإطلاق التجاري: استخدم فقط الصور التي لديك حق إعادة استخدامها من الفندق أو المورد.,launch,20,ready_for_ingestion
30,amanruya,Amanruya,Bodrum and Aegean Luxury Coast,بودروم والساحل الإيجي الفاخر,Bodrum,Ultra Luxury Resort,https://www.aman.com/resorts/amanruya,aman.com,"villa, privacy, honeymoon, luxury, nature",3,5,3,2,4,honeymoon,ويقدّم خصوصية أعلى تناسب الحجوزات الراقية، ويركّز على الطبيعة والهدوء بعيدًا عن زحمة المدن، ويصلح لرحلات الصيف الفاخرة أو شهر العسل.,قدّم الفندق كخيار خصوصية وفخامة: ابدأ بالمساحة والهدوء، ثم الفلل/الأجنحة، ثم سبب ملاءمته للعميل الخليجي.,"homepage, rooms, gallery, offers, dining, spa, location, contact, villas","Use official site pages first: homepage, rooms, gallery, offers, dining, spa, location, then capture source URLs for media and offer text.",للتطوير: خزّن روابط الصور الأصلية وبيانات المصدر. قبل الإطلاق التجاري: استخدم فقط الصور التي لديك حق إعادة استخدامها من الفندق أو المورد.,launch,21,ready_for_ingestion
31,lujo-hotel-bodrum,Lujo Hotel Bodrum,Bodrum and Aegean Luxury Coast,بودروم والساحل الإيجي الفاخر,Bodrum,Luxury Resort,https://lujohotel.com/,lujohotel.com,"private_beach, family, kids, luxury, all_inclusive",5,2,2,2,3,"family, beach_nature",مناسب للعائلات الخليجية بفضل المساحات والمرافق العائلية، وفيه تجربة ساحلية هادئة بخليج أو شاطئ خاص، ويصلح لرحلات الصيف الفاخرة أو شهر العسل.,قدّم الفندق كتجربة ساحلية هادئة وراقية: ابدأ بالخليج/الشاطئ، ثم الخصوصية، ثم الخدمة الراقية.,"homepage, rooms, gallery, offers, dining, spa, location, contact, kids-club, beach","Use official site pages first: homepage, rooms, gallery, offers, dining, spa, location, then capture source URLs for media and offer text.",للتطوير: خزّن روابط الصور الأصلية وبيانات المصدر. قبل الإطلاق التجاري: استخدم فقط الصور التي لديك حق إعادة استخدامها من الفندق أو المورد.,expansion,,ready_for_ingestion
32,six-senses-kaplankaya,Six Senses Kaplankaya,Bodrum and Aegean Luxury Coast,بودروم والساحل الإيجي الفاخر,Milas / Bodrum Region,Wellness Resort,https://www.sixsenses.com/en/hotels-resorts/europe/turkey/kaplankaya/,sixsenses.com,"wellness, privacy, private_beach, luxury, nature",2,3,4,3,4,"honeymoon, wellness, beach_nature",ويقدّم خصوصية أعلى تناسب الحجوزات الراقية، ويركّز على الطبيعة والهدوء بعيدًا عن زحمة المدن، وفيه تجربة ساحلية هادئة بخليج أو شاطئ خاص، مع عنصر سبا/استرخاء مهم في الرحلات الطويلة.,قدّم الفندق كخيار خصوصية وفخامة: ابدأ بالمساحة والهدوء، ثم الفلل/الأجنحة، ثم سبب ملاءمته للعميل الخليجي.,"homepage, rooms, gallery, offers, dining, spa, location, contact, beach, wellness","Use official site pages first: homepage, rooms, gallery, offers, dining, spa, location, then capture source URLs for media and offer text.",للتطوير: خزّن روابط الصور الأصلية وبيانات المصدر. قبل الإطلاق التجاري: استخدم فقط الصور التي لديك حق إعادة استخدامها من الفندق أو المورد.,launch,22,ready_for_ingestion
33,kempinski-hotel-barbaros-bay-bodrum,Kempinski Hotel Barbaros Bay Bodrum,Bodrum and Aegean Luxury Coast,بودروم والساحل الإيجي الفاخر,Bodrum,Luxury Resort,https://www.kempinski.com/en/hotel-barbaros-bay,kempinski.com,"private_beach, luxury, family, spa",4,2,2,2,3,"family, wellness, beach_nature",مناسب للعائلات الخليجية بفضل المساحات والمرافق العائلية، وفيه تجربة ساحلية هادئة بخليج أو شاطئ خاص، مع عنصر سبا/استرخاء مهم في الرحلات الطويلة، ويصلح لرحلات الصيف الفاخرة أو شهر العسل.,قدّم الفندق كتجربة ساحلية هادئة وراقية: ابدأ بالخليج/الشاطئ، ثم الخصوصية، ثم الخدمة الراقية.,"homepage, rooms, gallery, offers, dining, spa, location, contact, beach, wellness","Use official site pages first: homepage, rooms, gallery, offers, dining, spa, location, then capture source URLs for media and offer text.",للتطوير: خزّن روابط الصور الأصلية وبيانات المصدر. قبل الإطلاق التجاري: استخدم فقط الصور التي لديك حق إعادة استخدامها من الفندق أو المورد.,expansion,,ready_for_ingestion
34,vogue-hotel-bodrum,Vogue Hotel Bodrum,Bodrum and Aegean Luxury Coast,بودروم والساحل الإيجي الفاخر,Bodrum,Family Resort,https://www.voguehotelsupreme.com/en/our-hotels/bodrum/,voguehotelsupreme.com,"private_beach, family, kids, all_inclusive, waterpark",5,1,2,2,2,"family, beach_nature",مناسب للعائلات الخليجية بفضل المساحات والمرافق العائلية، وفيه تجربة ساحلية هادئة بخليج أو شاطئ خاص، ويصلح لرحلات الصيف الفاخرة أو شهر العسل.,قدّم الفندق كتجربة ساحلية هادئة وراقية: ابدأ بالخليج/الشاطئ، ثم الخصوصية، ثم الخدمة الراقية.,"homepage, rooms, gallery, offers, dining, spa, location, contact, kids-club, beach","Use official site pages first: homepage, rooms, gallery, offers, dining, spa, location, then capture source URLs for media and offer text.",للتطوير: خزّن روابط الصور الأصلية وبيانات المصدر. قبل الإطلاق التجاري: استخدم فقط الصور التي لديك حق إعادة استخدامها من الفندق أو المورد.,expansion,,ready_for_ingestion
35,the-plaza-bodrum,The Plaza Bodrum,Bodrum and Aegean Luxury Coast,بودروم والساحل الإيجي الفاخر,Bodrum,Luxury Resort,https://theplazabodrum.com/,theplazabodrum.com,"private_beach, all_inclusive, family, spa, villa",5,2,4,2,3,"family, wellness, beach_nature",مناسب للعائلات الخليجية بفضل المساحات والمرافق العائلية، ويقدّم خصوصية أعلى تناسب الحجوزات الراقية، وفيه تجربة ساحلية هادئة بخليج أو شاطئ خاص، مع عنصر سبا/استرخاء مهم في الرحلات الطويلة.,قدّم الفندق كخيار خصوصية وفخامة: ابدأ بالمساحة والهدوء، ثم الفلل/الأجنحة، ثم سبب ملاءمته للعميل الخليجي.,"homepage, rooms, gallery, offers, dining, spa, location, contact, villas, beach, wellness","Use official site pages first: homepage, rooms, gallery, offers, dining, spa, location, then capture source URLs for media and offer text.",للتطوير: خزّن روابط الصور الأصلية وبيانات المصدر. قبل الإطلاق التجاري: استخدم فقط الصور التي لديك حق إعادة استخدامها من الفندق أو المورد.,expansion,,ready_for_ingestion
36,swissotel-resort-bodrum-beach,Swissotel Resort Bodrum Beach,Bodrum and Aegean Luxury Coast,بودروم والساحل الإيجي الفاخر,Turgutreis / Bodrum,Beach Resort,https://www.swissotel.com/hotels/bodrum-beach/,swissotel.com,"private_beach, family, spa, boutique",4,1,2,2,2,"family, wellness, beach_nature",مناسب للعائلات الخليجية بفضل المساحات والمرافق العائلية، وفيه تجربة ساحلية هادئة بخليج أو شاطئ خاص، مع عنصر سبا/استرخاء مهم في الرحلات الطويلة، ويصلح لرحلات الصيف الفاخرة أو شهر العسل.,قدّم الفندق كتجربة ساحلية هادئة وراقية: ابدأ بالخليج/الشاطئ، ثم الخصوصية، ثم الخدمة الراقية.,"homepage, rooms, gallery, offers, dining, spa, location, contact, beach, wellness","Use official site pages first: homepage, rooms, gallery, offers, dining, spa, location, then capture source URLs for media and offer text.",للتطوير: خزّن روابط الصور الأصلية وبيانات المصدر. قبل الإطلاق التجاري: استخدم فقط الصور التي لديك حق إعادة استخدامها من الفندق أو المورد.,expansion,,ready_for_ingestion
37,hyde-bodrum,Hyde Bodrum,Bodrum and Aegean Luxury Coast,بودروم والساحل الإيجي الفاخر,Bodrum,Adults Only Resort,https://hydehotels.com/bodrum/,hydehotels.com,"adults_only, beach_club, honeymoon, lifestyle",2,4,1,1,2,honeymoon,ويصلح لرحلات الصيف الفاخرة أو شهر العسل.,قدّم الفندق كتجربة ساحلية هادئة وراقية: ابدأ بالخليج/الشاطئ، ثم الخصوصية، ثم الخدمة الراقية.,"homepage, rooms, gallery, offers, dining, spa, location, contact","Use official site pages first: homepage, rooms, gallery, offers, dining, spa, location, then capture source URLs for media and offer text.",للتطوير: خزّن روابط الصور الأصلية وبيانات المصدر. قبل الإطلاق التجاري: استخدم فقط الصور التي لديك حق إعادة استخدامها من الفندق أو المورد.,expansion,,ready_for_ingestion
38,voyage-torba,Voyage Torba,Bodrum and Aegean Luxury Coast,بودروم والساحل الإيجي الفاخر,Bodrum,Family Resort,https://www.voyagehotel.com/en/voyage-torba,voyagehotel.com,"private_beach, family, kids, all_inclusive",5,1,2,2,2,"family, beach_nature",مناسب للعائلات الخليجية بفضل المساحات والمرافق العائلية، وفيه تجربة ساحلية هادئة بخليج أو شاطئ خاص، ويصلح لرحلات الصيف الفاخرة أو شهر العسل.,قدّم الفندق كتجربة ساحلية هادئة وراقية: ابدأ بالخليج/الشاطئ، ثم الخصوصية، ثم الخدمة الراقية.,"homepage, rooms, gallery, offers, dining, spa, location, contact, kids-club, beach","Use official site pages first: homepage, rooms, gallery, offers, dining, spa, location, then capture source URLs for media and offer text.",للتطوير: خزّن روابط الصور الأصلية وبيانات المصدر. قبل الإطلاق التجاري: استخدم فقط الصور التي لديك حق إعادة استخدامها من الفندق أو المورد.,expansion,,ready_for_ingestion
39,maxx-royal-bodrum-resort,Maxx Royal Bodrum Resort,Bodrum and Aegean Luxury Coast,بودروم والساحل الإيجي الفاخر,Bodrum,Ultra Luxury Resort,https://www.maxxroyal.com/Bodrum-Resort,maxxroyal.com,"luxury, family, private_beach, villa, spa",5,3,4,2,4,"family, wellness, beach_nature",مناسب للعائلات الخليجية بفضل المساحات والمرافق العائلية، ويقدّم خصوصية أعلى تناسب الحجوزات الراقية، وفيه تجربة ساحلية هادئة بخليج أو شاطئ خاص، مع عنصر سبا/استرخاء مهم في الرحلات الطويلة.,قدّم الفندق كخيار خصوصية وفخامة: ابدأ بالمساحة والهدوء، ثم الفلل/الأجنحة، ثم سبب ملاءمته للعميل الخليجي.,"homepage, rooms, gallery, offers, dining, spa, location, contact, villas, beach, wellness","Use official site pages first: homepage, rooms, gallery, offers, dining, spa, location, then capture source URLs for media and offer text.",للتطوير: خزّن روابط الصور الأصلية وبيانات المصدر. قبل الإطلاق التجاري: استخدم فقط الصور التي لديك حق إعادة استخدامها من الفندق أو المورد.,expansion,,ready_for_ingestion
40,xanadu-island,Xanadu Island,Bodrum and Aegean Luxury Coast,بودروم والساحل الإيجي الفاخر,Akyarlar / Bodrum,Peninsula Resort,https://www.xanaduhotels.com.tr/en/xanadu-island,xanaduhotels.com.tr,"private_peninsula, family, suite, villa, all_inclusive",5,2,4,1,3,family,مناسب للعائلات الخليجية بفضل المساحات والمرافق العائلية، ويقدّم خصوصية أعلى تناسب الحجوزات الراقية، ويصلح لرحلات الصيف الفاخرة أو شهر العسل.,قدّم الفندق كخيار خصوصية وفخامة: ابدأ بالمساحة والهدوء، ثم الفلل/الأجنحة، ثم سبب ملاءمته للعميل الخليجي.,"homepage, rooms, gallery, offers, dining, spa, location, contact, villas","Use official site pages first: homepage, rooms, gallery, offers, dining, spa, location, then capture source URLs for media and offer text.",للتطوير: خزّن روابط الصور الأصلية وبيانات المصدر. قبل الإطلاق التجاري: استخدم فقط الصور التي لديك حق إعادة استخدامها من الفندق أو المورد.,expansion,,ready_for_ingestion
41,d-maris-bay,D Maris Bay,Gocek Fethiye and Turquoise Coast,غوجك وفتحية والساحل الفيروزي,Marmaris / Hisaronu Bay,Luxury Bay Resort,https://www.dmarisbay.com/,dmarisbay.com,"private_bays, luxury, privacy, honeymoon, yacht",2,5,4,2,4,"honeymoon, beach_nature",ويقدّم خصوصية أعلى تناسب الحجوزات الراقية، وفيه تجربة ساحلية هادئة بخليج أو شاطئ خاص، ويصلح لرحلات الصيف الفاخرة أو شهر العسل.,قدّم الفندق كخيار خصوصية وفخامة: ابدأ بالمساحة والهدوء، ثم الفلل/الأجنحة، ثم سبب ملاءمته للعميل الخليجي.,"homepage, rooms, gallery, offers, dining, spa, location, contact, beach","Use official site pages first: homepage, rooms, gallery, offers, dining, spa, location, then capture source URLs for media and offer text.",للتطوير: خزّن روابط الصور الأصلية وبيانات المصدر. قبل الإطلاق التجاري: استخدم فقط الصور التي لديك حق إعادة استخدامها من الفندق أو المورد.,launch,23,ready_for_ingestion
42,rixos-premium-gocek,Rixos Premium Gocek,Gocek Fethiye and Turquoise Coast,غوجك وفتحية والساحل الفيروزي,Gocek,Adults Only Resort,https://www.rixos.com/hotel-resort/rixos-premium-gocek-adult-only,rixos.com,"adults_only, marina, nature, beach, wellness",2,2,1,2,3,"honeymoon, wellness",ويركّز على الطبيعة والهدوء بعيدًا عن زحمة المدن، مع عنصر سبا/استرخاء مهم في الرحلات الطويلة، ويصلح لرحلات الصيف الفاخرة أو شهر العسل.,قدّم الفندق كتجربة ساحلية هادئة وراقية: ابدأ بالخليج/الشاطئ، ثم الخصوصية، ثم الخدمة الراقية.,"homepage, rooms, gallery, offers, dining, spa, location, contact, wellness","Use official site pages first: homepage, rooms, gallery, offers, dining, spa, location, then capture source URLs for media and offer text.",للتطوير: خزّن روابط الصور الأصلية وبيانات المصدر. قبل الإطلاق التجاري: استخدم فقط الصور التي لديك حق إعادة استخدامها من الفندق أو المورد.,expansion,,ready_for_ingestion
43,club-prive-by-rixos-gocek,Club Prive by Rixos Gocek,Gocek Fethiye and Turquoise Coast,غوجك وفتحية والساحل الفيروزي,Gocek,Private Villa Collection,https://www.rixos.com/hotel-resort/club-prive-rixos-gocek,rixos.com,"private_pool, villa, privacy, ultra_luxury, boat_access",3,3,4,1,5,honeymoon,ويقدّم خصوصية أعلى تناسب الحجوزات الراقية، ويصلح لرحلات الصيف الفاخرة أو شهر العسل.,قدّم الفندق كخيار خصوصية وفخامة: ابدأ بالمساحة والهدوء، ثم الفلل/الأجنحة، ثم سبب ملاءمته للعميل الخليجي.,"homepage, rooms, gallery, offers, dining, spa, location, contact, villas","Use official site pages first: homepage, rooms, gallery, offers, dining, spa, location, then capture source URLs for media and offer text.",للتطوير: خزّن روابط الصور الأصلية وبيانات المصدر. قبل الإطلاق التجاري: استخدم فقط الصور التي لديك حق إعادة استخدامها من الفندق أو المورد.,expansion,,ready_for_ingestion
44,d-resort-gocek,D Resort Gocek,Gocek Fethiye and Turquoise Coast,غوجك وفتحية والساحل الفيروزي,Gocek,Marina Resort,https://www.dresortgocek.com/,dresortgocek.com,"marina, nature, beach, family, boutique",4,1,1,2,2,family,مناسب للعائلات الخليجية بفضل المساحات والمرافق العائلية، ويركّز على الطبيعة والهدوء بعيدًا عن زحمة المدن، ويصلح لرحلات الصيف الفاخرة أو شهر العسل.,قدّم الفندق كتجربة ساحلية هادئة وراقية: ابدأ بالخليج/الشاطئ، ثم الخصوصية، ثم الخدمة الراقية.,"homepage, rooms, gallery, offers, dining, spa, location, contact","Use official site pages first: homepage, rooms, gallery, offers, dining, spa, location, then capture source URLs for media and offer text.",للتطوير: خزّن روابط الصور الأصلية وبيانات المصدر. قبل الإطلاق التجاري: استخدم فقط الصور التي لديك حق إعادة استخدامها من الفندق أو المورد.,launch,24,ready_for_ingestion
45,yazz-collective,Yazz Collective,Gocek Fethiye and Turquoise Coast,غوجك وفتحية والساحل الفيروزي,Gocek,Boat Access Hideaway,https://yazzcollective.com/,yazzcollective.com,"boat_access, privacy, honeymoon, lifestyle, nature",2,4,4,2,2,honeymoon,ويقدّم خصوصية أعلى تناسب الحجوزات الراقية، ويركّز على الطبيعة والهدوء بعيدًا عن زحمة المدن، ويصلح لرحلات الصيف الفاخرة أو شهر العسل.,قدّم الفندق كخيار خصوصية وفخامة: ابدأ بالمساحة والهدوء، ثم الفلل/الأجنحة، ثم سبب ملاءمته للعميل الخليجي.,"homepage, rooms, gallery, offers, dining, spa, location, contact","Use official site pages first: homepage, rooms, gallery, offers, dining, spa, location, then capture source URLs for media and offer text.",للتطوير: خزّن روابط الصور الأصلية وبيانات المصدر. قبل الإطلاق التجاري: استخدم فقط الصور التي لديك حق إعادة استخدامها من الفندق أو المورد.,launch,25,ready_for_ingestion
46,hillside-beach-club,Hillside Beach Club,Gocek Fethiye and Turquoise Coast,غوجك وفتحية والساحل الفيروزي,Fethiye,Beach Club Resort,https://www.hillsidebeachclub.com/en/,hillsidebeachclub.com,"private_beach, family, wellness, nature, kids",5,1,2,3,3,"family, wellness, beach_nature",مناسب للعائلات الخليجية بفضل المساحات والمرافق العائلية، ويركّز على الطبيعة والهدوء بعيدًا عن زحمة المدن، وفيه تجربة ساحلية هادئة بخليج أو شاطئ خاص، مع عنصر سبا/استرخاء مهم في الرحلات الطويلة.,قدّم الفندق كتجربة ساحلية هادئة وراقية: ابدأ بالخليج/الشاطئ، ثم الخصوصية، ثم الخدمة الراقية.,"homepage, rooms, gallery, offers, dining, spa, location, contact, kids-club, beach, wellness","Use official site pages first: homepage, rooms, gallery, offers, dining, spa, location, then capture source URLs for media and offer text.",للتطوير: خزّن روابط الصور الأصلية وبيانات المصدر. قبل الإطلاق التجاري: استخدم فقط الصور التي لديك حق إعادة استخدامها من الفندق أو المورد.,launch,26,ready_for_ingestion
47,liberty-lykia,Liberty Lykia,Gocek Fethiye and Turquoise Coast,غوجك وفتحية والساحل الفيروزي,Oludeniz / Fethiye,Nature Family Resort,https://www.libertyhotels.com/en/hotels/liberty-lykia/,libertyhotels.com,"private_beach, family, kids, mountain, sea",5,1,2,4,2,"family, beach_nature, mountain_lake_nature",مناسب للعائلات الخليجية بفضل المساحات والمرافق العائلية، ويركّز على الطبيعة والهدوء بعيدًا عن زحمة المدن، وفيه تجربة ساحلية هادئة بخليج أو شاطئ خاص، ويصلح لرحلات الصيف الفاخرة أو شهر العسل.,قدّم الفندق كتجربة ساحلية هادئة وراقية: ابدأ بالخليج/الشاطئ، ثم الخصوصية، ثم الخدمة الراقية.,"homepage, rooms, gallery, offers, dining, spa, location, contact, kids-club, beach","Use official site pages first: homepage, rooms, gallery, offers, dining, spa, location, then capture source URLs for media and offer text.",للتطوير: خزّن روابط الصور الأصلية وبيانات المصدر. قبل الإطلاق التجاري: استخدم فقط الصور التي لديك حق إعادة استخدامها من الفندق أو المورد.,launch,27,ready_for_ingestion
48,liberty-fabay,Liberty Fabay,Gocek Fethiye and Turquoise Coast,غوجك وفتحية والساحل الفيروزي,Fethiye,Beach Resort,https://www.libertyhotels.com/en/hotels/liberty-fabay/,libertyhotels.com,"private_beach, family, kids, all_inclusive",5,1,2,2,2,"family, beach_nature",مناسب للعائلات الخليجية بفضل المساحات والمرافق العائلية، وفيه تجربة ساحلية هادئة بخليج أو شاطئ خاص، ويصلح لرحلات الصيف الفاخرة أو شهر العسل.,قدّم الفندق كتجربة ساحلية هادئة وراقية: ابدأ بالخليج/الشاطئ، ثم الخصوصية، ثم الخدمة الراقية.,"homepage, rooms, gallery, offers, dining, spa, location, contact, kids-club, beach","Use official site pages first: homepage, rooms, gallery, offers, dining, spa, location, then capture source URLs for media and offer text.",للتطوير: خزّن روابط الصور الأصلية وبيانات المصدر. قبل الإطلاق التجاري: استخدم فقط الصور التي لديك حق إعادة استخدامها من الفندق أو المورد.,expansion,,ready_for_ingestion
49,club-hotel-letoonia,Club Hotel Letoonia,Gocek Fethiye and Turquoise Coast,غوجك وفتحية والساحل الفيروزي,Fethiye,Peninsula Resort,https://www.letoonia.com/en/club-hotel-letoonia-fethiye,letoonia.com,"private_peninsula, family, nature, private_beach, all_inclusive",4,1,2,3,2,"family, beach_nature",مناسب للعائلات الخليجية بفضل المساحات والمرافق العائلية، ويركّز على الطبيعة والهدوء بعيدًا عن زحمة المدن، وفيه تجربة ساحلية هادئة بخليج أو شاطئ خاص، ويصلح لرحلات الصيف الفاخرة أو شهر العسل.,قدّم الفندق كتجربة ساحلية هادئة وراقية: ابدأ بالخليج/الشاطئ، ثم الخصوصية، ثم الخدمة الراقية.,"homepage, rooms, gallery, offers, dining, spa, location, contact, beach","Use official site pages first: homepage, rooms, gallery, offers, dining, spa, location, then capture source URLs for media and offer text.",للتطوير: خزّن روابط الصور الأصلية وبيانات المصدر. قبل الإطلاق التجاري: استخدم فقط الصور التي لديك حق إعادة استخدامها من الفندق أو المورد.,expansion,,ready_for_ingestion
50,hilton-dalaman-sarigerme-resort-and-spa,Hilton Dalaman Sarigerme Resort and Spa,Gocek Fethiye and Turquoise Coast,غوجك وفتحية والساحل الفيروزي,Dalaman / Sarigerme,Luxury Resort,https://www.hilton.com/en/hotels/dlmhrhi-hilton-dalaman-sarigerme-resort-and-golf/,hilton.com,"private_beach, family, spa, luxury, all_inclusive",4,2,2,2,3,"family, wellness, beach_nature",مناسب للعائلات الخليجية بفضل المساحات والمرافق العائلية، وفيه تجربة ساحلية هادئة بخليج أو شاطئ خاص، مع عنصر سبا/استرخاء مهم في الرحلات الطويلة، ويصلح لرحلات الصيف الفاخرة أو شهر العسل.,قدّم الفندق كتجربة ساحلية هادئة وراقية: ابدأ بالخليج/الشاطئ، ثم الخصوصية، ثم الخدمة الراقية.,"homepage, rooms, gallery, offers, dining, spa, location, contact, beach, wellness","Use official site pages first: homepage, rooms, gallery, offers, dining, spa, location, then capture source URLs for media and offer text.",للتطوير: خزّن روابط الصور الأصلية وبيانات المصدر. قبل الإطلاق التجاري: استخدم فقط الصور التي لديك حق إعادة استخدامها من الفندق أو المورد.,expansion,,ready_for_ingestion
51,maxx-royal-belek-golf-resort,Maxx Royal Belek Golf Resort,Antalya Belek and Kemer Nature Luxury,أنطاليا وبيليك وكمير بطابع طبيعي فاخر,Belek,Ultra Luxury Resort,https://www.maxxroyal.com/belek-golf-resort,maxxroyal.com,"private_beach, family, kids, luxury, villa, golf",5,3,4,2,5,"family, beach_nature",مناسب للعائلات الخليجية بفضل المساحات والمرافق العائلية، ويقدّم خصوصية أعلى تناسب الحجوزات الراقية، وفيه تجربة ساحلية هادئة بخليج أو شاطئ خاص، ويصلح لرحلات الصيف الفاخرة أو شهر العسل.,قدّم الفندق كخيار خصوصية وفخامة: ابدأ بالمساحة والهدوء، ثم الفلل/الأجنحة، ثم سبب ملاءمته للعميل الخليجي.,"homepage, rooms, gallery, offers, dining, spa, location, contact, kids-club, villas, beach, golf","Use official site pages first: homepage, rooms, gallery, offers, dining, spa, location, then capture source URLs for media and offer text.",للتطوير: خزّن روابط الصور الأصلية وبيانات المصدر. قبل الإطلاق التجاري: استخدم فقط الصور التي لديك حق إعادة استخدامها من الفندق أو المورد.,launch,28,ready_for_ingestion
52,regnum-carya,Regnum Carya,Antalya Belek and Kemer Nature Luxury,أنطاليا وبيليك وكمير بطابع طبيعي فاخر,Belek,Luxury Golf Resort,https://www.regnumhotels.com/en/hotels/regnum-carya/,regnumhotels.com,"private_beach, family, kids, luxury, golf, villa",5,3,4,2,5,"family, beach_nature",مناسب للعائلات الخليجية بفضل المساحات والمرافق العائلية، ويقدّم خصوصية أعلى تناسب الحجوزات الراقية، وفيه تجربة ساحلية هادئة بخليج أو شاطئ خاص، ويصلح لرحلات الصيف الفاخرة أو شهر العسل.,قدّم الفندق كخيار خصوصية وفخامة: ابدأ بالمساحة والهدوء، ثم الفلل/الأجنحة، ثم سبب ملاءمته للعميل الخليجي.,"homepage, rooms, gallery, offers, dining, spa, location, contact, kids-club, villas, beach, golf","Use official site pages first: homepage, rooms, gallery, offers, dining, spa, location, then capture source URLs for media and offer text.",للتطوير: خزّن روابط الصور الأصلية وبيانات المصدر. قبل الإطلاق التجاري: استخدم فقط الصور التي لديك حق إعادة استخدامها من الفندق أو المورد.,expansion,,ready_for_ingestion
53,cullinan-belek,Cullinan Belek,Antalya Belek and Kemer Nature Luxury,أنطاليا وبيليك وكمير بطابع طبيعي فاخر,Belek,Luxury Golf Resort,https://www.cullinanhotels.com/,cullinanhotels.com,"private_beach, family, kids, luxury, golf",5,2,2,2,4,"family, beach_nature",مناسب للعائلات الخليجية بفضل المساحات والمرافق العائلية، وفيه تجربة ساحلية هادئة بخليج أو شاطئ خاص، ويصلح لرحلات الصيف الفاخرة أو شهر العسل.,قدّم الفندق كمنتجع عائلي فاخر: ركّز على الشاطئ، الأطفال، الفيلات، والمرافق الشاملة.,"homepage, rooms, gallery, offers, dining, spa, location, contact, kids-club, beach, golf","Use official site pages first: homepage, rooms, gallery, offers, dining, spa, location, then capture source URLs for media and offer text.",للتطوير: خزّن روابط الصور الأصلية وبيانات المصدر. قبل الإطلاق التجاري: استخدم فقط الصور التي لديك حق إعادة استخدامها من الفندق أو المورد.,expansion,,ready_for_ingestion
54,gloria-serenity-resort,Gloria Serenity Resort,Antalya Belek and Kemer Nature Luxury,أنطاليا وبيليك وكمير بطابع طبيعي فاخر,Belek,Luxury Resort,https://www.gloria.com.tr/en/hotels/gloria-serenity-resort/,gloria.com.tr,"private_beach, family, privacy, luxury, golf, spa",4,3,4,2,4,"family, honeymoon, wellness, beach_nature",مناسب للعائلات الخليجية بفضل المساحات والمرافق العائلية، ويقدّم خصوصية أعلى تناسب الحجوزات الراقية، وفيه تجربة ساحلية هادئة بخليج أو شاطئ خاص، مع عنصر سبا/استرخاء مهم في الرحلات الطويلة.,قدّم الفندق كخيار خصوصية وفخامة: ابدأ بالمساحة والهدوء، ثم الفلل/الأجنحة، ثم سبب ملاءمته للعميل الخليجي.,"homepage, rooms, gallery, offers, dining, spa, location, contact, beach, wellness, golf","Use official site pages first: homepage, rooms, gallery, offers, dining, spa, location, then capture source URLs for media and offer text.",للتطوير: خزّن روابط الصور الأصلية وبيانات المصدر. قبل الإطلاق التجاري: استخدم فقط الصور التي لديك حق إعادة استخدامها من الفندق أو المورد.,launch,29,ready_for_ingestion
